file_name,has_header
00593fe0-2feb-4416-a21f-d568c575aa4a.txt,yes
00c62f7a-09f9-4b43-a950-69d421dbbd13.txt,yes
015986f6-7b56-4574-b467-2ad77f1ee1a0.txt,yes
01951a9d-c8cc-41ff-b930-9de16e5c900d.txt,yes
0304c1d6-6942-4e73-b1db-d70bd1408e17.txt,no
04f6e653-263f-4e67-a43a-7e804e940074.txt,yes
050121b4-a4aa-4ca7-a5bc-58869d73d666.txt,yes
0572fca3-1378-4ff4-a0b3-491e590655b9.txt,yes
058c1376-87a3-4ae3-8b1a-2d2adfb21a33.txt,no
0607bb90-3511-4517-890e-78b8413bc254.txt,yes
06c4e6d0-d4c7-46eb-905d-5dbda5ed6dea.txt,no
076cbbb4-400b-4236-88d1-de9595911f22.txt,yes
07dee11c-fd27-4ee5-9076-897aa7e79ab9.txt,yes
081ed928-1270-44d4-9bbd-b39fa79d0bfa.txt,yes
083214c3-743f-4f89-9828-3931f56212fd.txt,no
09ec8afd-0555-4bd8-a8a0-f8ff751e001f.txt,yes
0a6b8ac5-7beb-4e67-9a58-fc8e3e58f614.txt,no
0a850a1a-2581-4194-a8ab-9c1c4e6b0408.txt,yes
0a85f216-1f52-45cf-b4f2-36fa51397c2c.txt,no
0ab3c29f-cd54-4eaf-a374-b9c5f1d6438e.txt,yes
0ad7f7da-6ad2-451b-8159-b31a7315b0fd.txt,yes
0b0c8f0c-6106-44a3-8756-0060f354e9cb.txt,yes
0b125eb4-e478-45f5-a90d-e0b91595bf8c.txt,no
0b4b6d05-3024-4922-9910-b288923de027.txt,yes
0b59af8f-2f4f-4750-83cd-ef5d207b3f07.txt,no
0b611a49-5fd1-4009-a05b-e52708d74b86.txt,no
0b9baab6-314a-4b54-b241-f6bc22cfd4cb.txt,yes
0bd19d2e-7056-4fed-8c75-6ccb4056f19d.txt,yes
0c8768c0-b376-4878-bd34-42690490692d.txt,no
0cfa2481-9c12-4f47-b54e-a40a5e63c6cf.txt,yes
0d0b62ed-7960-4607-bed3-58696c2c024b.txt,no
0dfcdfe7-11c5-4329-b369-3638a6220a0f.txt,no
0e2d972f-64e4-467f-a723-2ad981d6887a.txt,yes
0e6bd4b5-4528-4785-9ce4-4ef894e79ef0.txt,yes
0ee50c27-22c9-4323-b41e-3f9f71257ba1.txt,yes
0f9fd5ad-1f44-43c9-9df3-de481b2dd1bf.txt,yes
107eae9e-78c5-478f-ad0e-24713fcf6542.txt,yes
1155e365-e56a-4da9-bde5-9af2ca096818.txt,yes
11a07965-a8f0-4d5d-b1ad-e4893839eac1.txt,yes
12e7ff10-f83f-4bfd-9dd6-52c53bd5d3e8.txt,yes
13182db7-c7a4-4fd7-b91f-c339d9061266.txt,no
13c7d06f-ecd6-4717-be4e-ca46d7e47f9e.txt,yes
171b4a9b-fc83-4148-8e8c-b8bd3fab6080.txt,yes
17c5f1ff-86cc-4c93-bf25-11f865661cfd.txt,yes
17d8dd82-932c-4b28-bf67-d94d1c1dd186.txt,yes
18ed8da2-6e17-4709-97f6-d0ea03bb3828.txt,yes
190e0dea-1eb4-4956-a930-7a2d5af49152.txt,yes
193e81ff-3863-4297-a0ba-b6675c4192db.txt,yes
1a1fa2d1-0dec-424c-9942-5a5930bd7480.txt,yes
1bbda01d-8b27-47c3-86ae-eb4ff9730e8c.txt,yes
1c7857fb-aebf-4c81-a88a-d4f06068e11b.txt,yes
1d06ebbd-ece8-4e40-bfd7-b9c7759c870a.txt,yes
1d862081-6b86-46bb-aa5f-378c0155d8de.txt,no
1db37eb1-8492-4b19-a843-af155f0728f9.txt,yes
1dfc6b9d-b3aa-421b-911c-081d3daabf54.txt,yes
1e144234-87fc-4dbe-8286-807a52def6a1.txt,yes
1e60bd3a-2400-4ab4-9cf3-466f3f560074.txt,yes
1e7da35e-ed98-4506-9826-1ebd6e086b37.txt,yes
1fba709d-a708-4ffd-b8b6-95ad04e59d3b.txt,yes
21a1cfb9-30c4-4c9c-9f37-5dd9d21eafd8.txt,yes
2201fcde-4e35-4393-bdbd-464f23a356b7.txt,yes
230ff2cf-ba5a-4b38-817b-81e0b9ec6c47.txt,yes
232bd4ea-d0cb-46dc-b867-aa00556b2aa7.txt,yes
247a76fc-d131-4bc8-8f2c-29e93513b2bd.txt,yes
24baa241-05b5-47c0-be5f-d1c949f6c463.txt,yes
24be299d-e69b-49e4-becd-5d4fb02acef8.txt,yes
24f93ad9-b90d-4e4e-82a8-9f6c38f98118.txt,yes
25f41cfa-f446-405f-91d2-615872958fda.txt,yes
26aae9a1-b632-405a-8834-886c8e3cf8c3.txt,yes
26dec19f-6a66-4775-b91c-6ec47db8eaa0.txt,yes
27d1e363-418d-49f1-8055-f0de6e19c4ec.txt,yes
2a7ff017-ebb9-44fe-bc04-66f48caab3b1.txt,no
2aff4fde-eb61-4646-be95-3539275ab626.txt,yes
2b16ec6f-a356-45c9-8839-0cf72bbf2f4f.txt,yes
2ba369a8-d8b5-4a27-891d-fe1429745f47.txt,yes
2c432a50-d7de-4fd3-8478-aa6794a853da.txt,yes
2c8aa6d4-9e79-4c88-9f73-779336ed33c4.txt,yes
2d02f41f-0867-45d7-9f10-480a39c1f689.txt,yes
2d15a5af-ad28-4b25-98dc-62f00ef5d5f5.txt,yes
2d2461dc-9bb1-4746-ac6a-645b00eed961.txt,yes
2d6d0305-ee9b-4cc4-8095-8f532ae45327.txt,yes
2dcce37e-02cb-45eb-9763-06357514d2ad.txt,yes
2e39451a-2a79-43f2-b12d-af13f6e71a67.txt,no
2e500aba-fd67-4fd2-8544-0e372ecc3519.txt,yes
2e72c938-278a-44e3-84d4-3db67dfba447.txt,yes
2e942e82-2a92-4102-a536-03f0bc87fe48.txt,yes
2ece14fd-859f-4b91-a95b-f6cf590a5a1b.txt,yes
2fd0f9cc-c5e8-4087-9ef8-62af6fc97d2c.txt,yes
301c5081-4373-4ec5-b36c-889ad3192ebe.txt,yes
311ea582-173b-4f58-86df-592e98228c91.txt,yes
31f1541b-882a-4295-b866-4eed22213e34.txt,yes
3211aba4-3cfa-4fbe-b9f0-cdd305cc5914.txt,no
32f2ae39-b235-42f0-a4d3-9fcc3b6b4082.txt,no
343b0c3a-1106-4aab-87c1-af70e9b090d3.txt,yes
349ab6c2-6baa-42bf-b696-2406cac5dc63.txt,yes
34b33950-3294-4054-8571-50f068c55857.txt,yes
358021c2-6e1c-4f2f-a400-5f95baa54e4b.txt,no
35dd41ba-09bb-418c-8aa2-1910593f894a.txt,yes
35ec25b4-55c7-426d-bc5d-23240c29729e.txt,yes
3624c717-eb4c-419e-bcc3-621c94c9ff09.txt,yes
3638ae58-ff71-4592-a609-548a3f64befe.txt,yes
36be17a8-79fc-4b88-b227-7a592a78812f.txt,yes
36c7e28d-46a4-4379-960a-32c6bb3e10ef.txt,yes
375d791a-33bc-4f11-ac4a-e9fb673785ca.txt,no
38c9abb5-1612-46ab-8345-38cd8cf4c6ab.txt,yes
38e57195-189d-45bc-b865-d44021bac91b.txt,yes
39a158fb-8d6c-47e4-8158-f3bc031a736a.txt,yes
39b073c0-2c3d-44b4-a77e-17cbfbbb2484.txt,yes
3a72a112-95f0-4c6f-ac1d-44ff2522b7c7.txt,yes
3af63ce8-2ccd-4c75-a412-94ad986dd097.txt,no
3c7fcfe6-f0ec-4341-9932-63efce262a93.txt,yes
3c91e805-2c84-4776-9b8c-824dfc049b9f.txt,yes
3cbd8b79-30f0-4eea-9f37-8d50f9890c62.txt,no
3d6bc9c5-ccc5-4e75-8639-20c9993c6aae.txt,yes
3f6bbdfa-2b56-4edc-8fa3-a691fbbde1fd.txt,yes
3fd43295-45f5-4de3-a45a-9e84a07c10d8.txt,no
3ffcaa03-5a3a-41da-81e6-934f13bb1c8f.txt,yes
40622a19-ddaf-475b-bd0a-fe5c773856a1.txt,yes
4161d701-3bb8-461a-9efe-92b7887e14f4.txt,yes
41981b80-1663-4d87-a908-59b3f9e4cf83.txt,yes
424aa7a0-ab2d-4587-8b24-b1ead503c862.txt,yes
4371f7a3-2965-4c96-8f85-9a4b57e40e7a.txt,yes
43ad239b-51f7-4763-a08e-42d35169d269.txt,yes
453ba72c-605b-4113-8df6-cbd127d39775.txt,yes
456e4878-e2aa-4fcc-8158-51038fc3717f.txt,yes
45bfffcf-08f3-4a86-9327-fe62e67b1632.txt,no
45eae479-8f6e-41e0-8d8b-b9d249b1be6d.txt,yes
46e40474-18e5-404b-b4dd-d856d69fcb0f.txt,yes
4756a37d-496b-494b-9bd8-8f9eb808e0ef.txt,yes
47c71d42-f5b9-4345-b09d-50b10a97baf3.txt,yes
47f8e479-eef1-4b33-8127-d986b932a538.txt,yes
48307cc7-98c2-4b88-aeb4-2fd3abe71b3b.txt,no
4884f79c-ff17-4e4b-a817-17886cf1295d.txt,yes
49b555cc-939d-4fc2-a087-d4d9b2175b0e.txt,yes
4ad920f3-03c9-43c1-ad8e-bea91ef1582e.txt,yes
4b4f73f4-4333-4dd6-bd55-2212899603ff.txt,yes
4b865616-00d2-43a3-802d-6c53f5fdb0f0.txt,yes
4c30f65e-6564-4279-b97d-3eef11af07c0.txt,yes
4cb53303-2a4d-4cb5-9340-42899d8d7746.txt,yes
4d31aea4-98ee-4436-8a60-cec70571f9b1.txt,yes
4d6a663c-dd25-449e-9d97-f0955d5fede9.txt,yes
4da9497c-151b-4420-a731-038f406e1b84.txt,yes
4dd55984-3e87-4a70-9fbc-b53298e40c15.txt,yes
4e28bea5-9042-4376-bd67-61f56e2e6858.txt,yes
4ff0d460-dc17-4dbc-a749-2697c7ca550f.txt,yes
5208e17d-442d-4f93-b5bf-9180f4c117fb.txt,yes
526a99b8-5383-432a-9cb4-d41f38e63ec3.txt,yes
5301e2bf-02fd-4d31-bd80-69bb8bf05bc3.txt,yes
5369a089-d617-4416-8e9c-5f2eef7e9884.txt,yes
53ef06b3-d325-4c32-ba44-a2386fbdf0e1.txt,no
53f2a65d-f366-455b-8ba1-35041310b4da.txt,yes
54e3a72b-7c30-41a8-8808-f3faa44b7b8d.txt,no
559a5aa4-fca4-4f15-a98d-bb07cfbf8295.txt,no
55b53309-5543-4416-b2dd-43710190b1aa.txt,no
55ddf237-8446-4c40-83a1-fa9fa54c381d.txt,yes
55fca533-b46f-4200-bae8-235954e32c0b.txt,yes
56836580-ce9a-413a-9317-ac9d174d937e.txt,no
576faabf-ee70-4bca-82fa-0cfe2375c2bc.txt,yes
57e05a55-e18c-4cc6-8f81-760c96b7eee6.txt,yes
57fe157c-9885-4c00-8dae-388ebcca62be.txt,yes
57fe2816-53d6-48d8-9868-46dc50424e57.txt,yes
5a07aef0-d5f1-4166-9e93-edee03440f23.txt,yes
5a4a163d-4aef-4abd-959e-592c9c51bbb6.txt,yes
5a579ddf-bd5f-422d-b65f-74112decea8e.txt,no
5a9c8965-1a3d-4310-8111-f685018bcd20.txt,no
5bba9b25-7167-476c-ad13-ccd08b2d48c4.txt,yes
5bfa6fc7-00f0-4ae6-bbf6-9d510d97e7f0.txt,yes
5c2d86a9-7077-4750-9042-1f7b9a3008b1.txt,yes
5cdd1c08-14fd-4a1a-bbf2-73f15a20d1ec.txt,yes
5ce09627-ba9b-4bf1-a842-8b00991ddf05.txt,yes
5cf4b1d9-1204-4115-8a60-75f88ee29d6a.txt,no
5d188b51-ee20-4be6-be84-395cfb5f44d9.txt,yes
5d4bc042-d99d-4b2b-829c-3a429180ed29.txt,yes
5d7444e1-8461-4972-afa8-135f5662d462.txt,no
5d88d391-5289-4a50-8aa9-033ff0dae18b.txt,no
5db5bac2-30bd-48aa-b72e-c87c21d80183.txt,yes
5de6899d-278b-4700-9bb2-bbd44849e73c.txt,yes
5e62b25a-9162-4526-96bc-2402147ebce7.txt,yes
5e920654-f128-4f8a-a917-c252a2330c43.txt,yes
6002b8d1-d8eb-4983-9819-ec7d7bec3485.txt,yes
601a6498-4fb9-4909-a63d-ac33efc5c6c4.txt,yes
608ea446-2e82-406f-a9ac-5ac2ad7914f4.txt,no
60aeee63-ced0-48a6-819b-39b44a313eac.txt,yes
61a3a4fc-5a88-4185-836e-bddd3c162af1.txt,yes
61f917f3-1c87-4b7b-b100-14c8cf1395f8.txt,yes
63184cd5-9d65-4179-a968-f4170ba9c42a.txt,no
63431cae-0fef-4ba6-87d8-fb629704001e.txt,no
6366dcf5-419b-49df-8707-3aaac5bc8466.txt,yes
636f09d9-35a1-4fc9-879e-3dea582b6939.txt,no
63b83948-e548-4b8d-8e49-5a049b875d7c.txt,no
63c8f352-88b8-43e8-b4a7-2e93d91d23f7.txt,yes
6528bb7c-c4bf-4979-8f31-44818f765d05.txt,yes
656bbf1c-fc61-417e-a5da-64bde2dbe282.txt,yes
65a5bb9c-cdfa-461b-a57e-32395ea6303a.txt,no
65a6c5b0-18ba-45aa-9d64-f2a4eb791c47.txt,yes
65f4cd5c-2c81-4e63-ab9b-3e816b14c404.txt,yes
667a1a2b-23d8-453e-ade4-05769acb4e30.txt,yes
66d1dbe1-4635-4eb0-91a7-1f7a7052c62f.txt,yes
66ffba68-b364-465e-82ca-74fadea58ced.txt,yes
671c2d3c-3c58-4a09-82a5-4662892f4409.txt,yes
673c00c0-7196-4abe-abb9-7bf90490df86.txt,yes
6778d3bd-8a65-46eb-baeb-ed8df81ea8f0.txt,no
67de16b2-eded-4cfc-a958-d2f589bd4f49.txt,no
68a257d6-520b-4602-a243-1c1018691f65.txt,yes
68e1d763-afc7-4d0e-aeb0-7b301f151d2e.txt,yes
69eaf023-961f-47e0-93ac-7e8f5f512f72.txt,yes
6a2aa3e4-66e7-4f14-b372-f8933296c56b.txt,yes
6b331920-19ea-4ba5-9378-da3357b18417.txt,yes
6c476e7b-0421-44d1-ae14-8676f6a2a670.txt,yes
6d8c3fe1-a0c8-4f26-8b2d-6d0c11f0ad7f.txt,yes
6e419bdc-4de8-4e03-ba8c-ce64a73965a0.txt,yes
7018f307-eea8-4f89-b270-c1931b0551db.txt,no
705b0489-9c45-442f-944c-83ddab778500.txt,yes
716a785e-9749-420a-8c6a-29e2cb7d7970.txt,no
729cc3f5-76c6-4403-b7bc-93c28e10ecae.txt,no
72b11b51-f24b-48ad-af88-93b8dbe8f909.txt,yes
7304f73c-ee31-4654-aa3e-ae3765c1f247.txt,yes
73c411b9-a4a9-48db-b285-9d38af690a6f.txt,no
7428ff4a-24d5-4026-91a3-153bb333ab93.txt,yes
742aa784-43d8-43d0-b8b1-82ef8131d688.txt,yes
742ac8c9-22e6-47b0-b271-1f1e4be61170.txt,yes
743a8d85-0963-4559-a618-c788ed6b1648.txt,yes
747c3f87-d5f6-43db-ad35-9da20c6bcc80.txt,yes
747e0660-c88e-485a-90fc-df1782142dc9.txt,yes
74b0863c-c23e-46e5-9021-8e43ad799224.txt,no
7621ff67-ec40-4a2f-90c7-f8041dd37202.txt,no
76aa567e-be5a-4267-8c59-32dfa1d1cb89.txt,yes
7711acce-c01e-4987-9836-42a66655c9e1.txt,yes
7732c1be-abb7-40a4-a2ea-209a01e5b117.txt,no
778df96b-7424-420e-9247-204c33521198.txt,no
77e0a037-8a2b-47fa-a61c-245fe2f0a445.txt,yes
782a906f-4e51-439d-9532-e2cbcb5d47f4.txt,no
782da369-2932-4065-aa43-d3e1284773b2.txt,yes
790d580c-c1ce-4e69-be5c-626240b87b22.txt,yes
794f1b38-0785-4291-b687-a61655cf1d0a.txt,yes
795ac81e-0fff-418e-a47d-8a6e28f122e3.txt,yes
79bc037d-fea0-4e41-97e2-f10c0d7b2c6a.txt,yes
79bec0d8-9b3e-4311-b9e1-687b1312fc4f.txt,yes
7a216b45-8fed-47d6-bd5f-cee1b385e45b.txt,yes
7a614a1a-a608-4b47-b15a-81efae468a16.txt,yes
7b7e5c1e-0a0f-44e9-ade0-799927f72019.txt,yes
7c67cc5b-a5dd-42a7-ae87-1678d21e7aa9.txt,yes
7d6b7b30-08b7-493a-9091-72d5a4e1a920.txt,yes
7dc9165c-35b0-4978-8d65-f8f0f55223a0.txt,yes
7e42a0e2-02d1-4d6b-8139-9b8c16e1acf5.txt,yes
7f1b02c2-5dc4-4084-aa56-81c67492bd27.txt,yes
7f2fd331-018e-4c64-8eef-59f76a5281eb.txt,yes
7fcc8165-2240-4e25-9049-fb978533dbf9.txt,yes
8123e005-8850-40ea-b8ef-f2773c634538.txt,yes
815fcb93-28d1-4a69-beb0-47fb06e362b0.txt,no
8185b8e3-a26f-4f95-9681-579e3de8ce87.txt,yes
81d02965-9f79-4690-971e-ecab734e61eb.txt,no
834b0a34-e19c-4b79-bbd1-b68073e5701f.txt,yes
837e362b-fa14-46f2-8545-062f5122f10d.txt,yes
83eb58eb-9fc4-47be-a5aa-b79d5e639d1b.txt,yes
8428dbf0-5109-460f-8485-b92f1faf132d.txt,no
843e976c-2904-4622-8db5-a91b13ee6403.txt,yes
846b5a66-d3c6-4195-bc06-d4b5812ea9a7.txt,yes
84a5f7fe-8a1c-4640-8290-4d5e4363600c.txt,yes
84fb04d8-79fb-4c14-91b1-c4bee8927090.txt,yes
85ec89d6-1108-44e9-82ae-c5e83958b899.txt,no
8698e62e-7e3f-403f-9dad-57bc640acdcd.txt,yes
86fd66c4-73c7-4c1b-b263-0bf3fefbc765.txt,yes
8727fba2-ab3d-434c-9710-44642cfbc6ed.txt,no
8921619f-971f-4377-be2a-c97ce5091d41.txt,no
8a4d0498-69c9-4957-a09f-9da3b684977c.txt,yes
8a9cb724-3eb6-401b-92b7-455654e2906e.txt,yes
8ae017fb-9ba1-4066-9f56-806bacfd81b9.txt,yes
8b02bac3-94f7-4e73-85bc-6554a379a1b5.txt,yes
8c6e3bb7-acfe-44b5-b765-d9a4a11346a3.txt,yes
8caf173e-45c3-4863-a4f8-0a15c5584dd9.txt,yes
8db2aaf5-6305-4d97-a05a-61447e95a718.txt,yes
8de0afa6-f670-4596-8c2b-371fd99a2829.txt,yes
8e07df4a-2fcf-4759-9cab-6ed1908f2e3e.txt,yes
8e1a69f4-b100-4108-b383-b1ab4be84438.txt,no
8e4048e4-e172-4982-9ddc-4355eaf4718a.txt,yes
8e523878-66c0-4a7e-9499-74ef961f018a.txt,yes
8f7d3b34-4042-46db-abd5-66b35456276c.txt,yes
9079efeb-f0b4-403c-9f35-0bc246dbf411.txt,yes
90a67618-956a-4683-a973-c202c96af5d0.txt,yes
91cb2ae7-85c9-4341-8a01-ff6e96fcb72c.txt,yes
9210527b-3634-4d6e-935d-ecba66216362.txt,no
9310d66f-7892-4715-9a5f-5b93b651f467.txt,no
933c00b3-8d56-4ca7-9b33-8a6cfe268cbc.txt,yes
9348be1e-0dbe-4c09-b237-210ef590eba6.txt,yes
93e96122-f250-4fc7-8f13-cdf1d44e5e56.txt,yes
943b5321-d784-4624-94c8-110534a4623c.txt,yes
9453b5c7-e675-4010-98dd-b1b4c7ec875f.txt,yes
95a82e22-1b8a-4238-a61d-bc7f5299505e.txt,yes
95c0facd-a404-476c-85de-a2ec6ac51649.txt,no
97e508ee-75c1-4fa5-a451-1040040c47bb.txt,yes
9817ea00-6a53-44b5-b8a5-8e9219af5948.txt,yes
983d8a9f-d9ad-421c-ab16-0925e9e4786b.txt,yes
98dbe84a-e453-4901-8964-7dfd9357e137.txt,yes
9a7f51c9-cbb6-4cad-90cf-fbf751a59424.txt,yes
9a84452a-5851-4734-a69c-57efd78cab20.txt,yes
9a8bb32b-808e-471c-b961-6c00cfcdb2a5.txt,yes
9ad4a09b-8766-4a59-b2d3-fb9c5871705b.txt,yes
9ae3a2bc-218d-411c-9c80-945ce5b8aed8.txt,yes
9b46d112-7567-488e-be7e-92678027dbca.txt,yes
9c20a0ed-6f60-4b29-b2ca-880af2643b33.txt,yes
9c460ba1-95fa-481e-9cfb-b66f9f9d9ce9.txt,yes
9e333b1c-6c7e-4254-82e0-03b486372c5d.txt,yes
a28b7ec5-cbee-4869-9609-1a5832a84a35.txt,no
a8836802-c180-4e23-be18-9c70cafe4ddd.txt,no
b1e39157-993b-4928-99c2-7df4a4cfcf69.txt,no
b3a568b1-bb86-4e94-b03f-693f4cb1281f.txt,no
b3b26aa8-c207-429c-b0ec-382d37c5461a.txt,no
b5b57e89-8a68-4640-b54f-1471b19eb93d.txt,no
b5c9151b-0fc9-48f6-83b3-36e7d63d569f.txt,no
b9e5d6c0-292a-4310-b7c4-ec9a04373d5a.txt,no
baa9aa39-53af-481d-880d-e1efc412c90e.txt,no
be03a4b9-e4ec-4787-adbc-786343e80898.txt,no
beeeb9f5-b002-400d-b2e2-a883c6e7d1ef.txt,no
c1693eef-7ef4-4753-86fa-a2ddd4a365d6.txt,no
c17e1e11-994d-4c9d-8e80-29ffa9689af2.txt,no
c4883b1a-046f-44b0-8f9d-b8c1e9b0f8ce.txt,no
c58b6610-948e-4da9-a2a2-0bf19d49f030.txt,no
d1685a09-1f5e-422d-90fc-60fed934bed9.txt,no
d36ec4d8-fb79-46d2-afdc-ff44f65262c0.txt,no
d4281282-dbea-4fc9-bd71-0a7fa8f1cbbe.txt,yes
d8db234c-8eac-4ff8-b994-f2c0256b3fbe.txt,no
da774c9b-f53e-4252-b2db-4281c82c150b.txt,yes
da997848-8946-407f-9f01-6a5f272527bd.txt,yes
daa1b436-eded-468a-8d38-7e353837e9d6.txt,yes
db68ad25-7f24-4630-8ccc-9d81a7e0025d.txt,no
dbe9cadc-c999-4460-82f6-433e9627b213.txt,yes
dd199adc-6f91-4b57-9867-f18dd13533cf.txt,yes
ddbcf36a-bc2f-4cb4-9b4a-09eb07e607c8.txt,yes
ddf455a5-35f7-4a18-a7cb-a367e936c2c1.txt,no
de1285df-0c9e-4028-87cd-7e3e160bb3a3.txt,yes
de38acb3-7384-4db0-b7bd-c91b8e3c3be5.txt,yes
decfc201-8a9c-4545-8493-b3c8b2e46d46.txt,yes
dff38eaa-f9b9-4a0a-839d-5ffe508567a7.txt,no
e0085c6d-6c0c-45bd-bde9-979012cedb50.txt,yes
e017405b-a497-415b-a516-ba49b293dac4.txt,no
e1e3395b-2f52-489a-8090-8595a3efca6a.txt,no
e2180943-bace-412b-bc0b-7549db88c0cf.txt,yes
e22bafd2-3c66-4bed-b952-5c3c86170df1.txt,no
e273d20b-3d1f-42c3-af1f-8e34e1cc58e9.txt,no
e296c5eb-07cf-41c8-966f-12f1df7746f0.txt,yes
e2a7154d-bce0-4908-8b53-d9a2ef090a65.txt,yes
e42b6dcb-5a3a-48e3-ace6-3c49c698b993.txt,yes
e4bdec73-3a39-4f86-8474-49cb5608c284.txt,yes
e6815574-820e-4a72-b5bd-a132f221e569.txt,yes
e6f5fe4a-9768-483c-9447-9f3438bc9b61.txt,yes
e6fbfc32-6f78-4a32-a17d-6247d81dc527.txt,yes
e725a54b-21fe-4001-bcd4-2058a9eaebc4.txt,yes
e80b5ae0-f6af-484a-899c-e41b7b03ec2b.txt,yes
e827b483-a45b-4652-8276-746312434c73.txt,yes
e8487fec-bdb7-41cd-828d-e9842b0b7bc2.txt,no
e95cb379-a980-44e1-bd20-6627e35aee56.txt,yes
e98adb76-8741-401f-89af-68b665b8dc4f.txt,no
e9c07e0b-e5e8-42ca-988d-9dbc3944ca81.txt,yes
ea04ab10-edac-463b-b7ca-1b91ce863f1e.txt,no
eb6fe3dc-551d-4302-81ee-74b5c50e1ad4.txt,yes
eba314c9-a9b9-4df1-81b7-bab2173810e0.txt,yes
ebbb3083-ba50-4a62-bf48-2f4e2a64fcb1.txt,no
ec15390e-32ec-43b3-8356-cb0b0488a156.txt,yes
ec34fd9a-2d3e-45fd-86eb-28052437a3ae.txt,yes
edcd5d03-b6d1-4f70-8c31-c831f1d68299.txt,yes
eddc25a3-396d-4e0d-9840-2d6c404c8a31.txt,yes
ef83f207-2d7e-4a28-a561-3d5a65229c41.txt,no
f0012419-9c02-4a50-ab8b-14d0eefde2be.txt,no
f0eaf177-64dd-47f3-b46c-fede42c5cab0.txt,yes
f139d95c-8360-42b1-b87a-8c7fa06b94cd.txt,yes
f1b45067-1830-4869-aa11-0350f1f34b7b.txt,yes
f2055d40-b8af-41c4-b7ae-ac4ca57fb9c1.txt,no
f2b29303-6d60-4a82-b2fe-14fe6f680d44.txt,yes
f3943eb6-c831-425e-88a0-e72c08070020.txt,no
f3ff4455-8f27-42ba-920b-8387bd970541.txt,yes
f4adae49-776c-4941-a380-d323376f1ae6.txt,yes
f4ee497e-0e2a-4ce7-95d9-59b0af3d9feb.txt,yes
f53b0441-682d-4062-aec4-ffa147ef452b.txt,yes
f5afff7e-911d-4cc9-b6aa-eba4006ca453.txt,yes
f5b1f685-e6f5-40f5-98b7-41b3e055d97e.txt,yes
f5dea968-8852-46fe-8a91-96007e7e1569.txt,yes
f659bb10-46b9-4b04-b424-5b64705b4d85.txt,yes
f68a3dd0-30c2-4a84-8b3c-de1f7afc3a17.txt,yes
f6cf3812-5415-4d26-8cc1-074a71d37095.txt,no
f72b0589-0e87-42ff-8482-a2d990a0c9f0.txt,yes
f73c6b6f-9477-42c9-912b-416ea5d0d900.txt,yes
f7907234-3311-45f2-94a1-5eee76343d8a.txt,yes
f7c826cc-ad86-4eb8-8395-3134ae9c0420.txt,yes
f813a6c6-1301-4cfc-abc8-515203035363.txt,no
f8606f0b-610c-4bc7-8349-44dd8b114008.txt,yes
f8b3325f-d6c7-4618-aabd-cc12b84daa3e.txt,no
f8b6fc80-cbdd-414e-ab0d-58d88c34e488.txt,yes
f96d2715-6e21-499a-a3f3-e553bd474796.txt,yes
f9a55776-83d1-494c-a237-cf0dcbd9d9f3.txt,yes
f9c91a31-b3c9-47b5-90c2-fabbfe0f8bee.txt,yes
f9f9a7c0-0e57-4b65-bce4-8026fda7a8f8.txt,yes
fab8e72d-7dc5-42ac-9c77-62f97e891fe0.txt,yes
fb44bafa-9e35-46f1-947a-4ba7567e024a.txt,yes
fba9cd3b-1cd1-45c2-934d-fd25a1734c0a.txt,yes
fbacad91-1f3b-47c9-a74d-ea71708892b0.txt,yes
fca917a2-ef58-4cdb-b84d-174bec9d9e3a.txt,yes
fd41a249-850d-479e-9ab9-d0705a6551f0.txt,yes
fead4dd1-c01b-4e24-af80-ecde21f3a669.txt,no
fedb9e42-1583-473f-bf6c-4e928ae1efc6.txt,no
